test/success_rate,stats_o/mean,test/mean_Q,train/success_rate,train/episode,test/episode,stats_g/mean,stats_g/std,stats_o/std,epoch
0.0,0.20292209088802338,-2.9115331172943115,0.023333333333333334,100.0,20.0,0.8434281945228577,0.0906926766037941,0.05336180329322815,0
0.05000000000000001,0.2038552165031433,-4.578188419342041,0.03666666666666667,200.0,40.0,0.8459591269493103,0.09190297871828079,0.0535019189119339,1
0.05000000000000001,0.20413047075271606,-6.3322367668151855,0.03333333333333333,300.0,60.0,0.8465182185173035,0.09239854663610458,0.05270056053996086,2
0.016666666666666666,0.20418842136859894,-8.271137237548828,0.04666666666666667,400.0,80.0,0.8467323184013367,0.0927664041519165,0.05101955309510231,3
0.016666666666666666,0.20423631370067596,-10.392426490783691,0.043333333333333335,500.0,100.0,0.8465852737426758,0.0920063927769661,0.049960359930992126,4
0.0,0.2042596936225891,-12.625514030456543,0.053333333333333344,600.0,120.0,0.8464718461036682,0.09207972139120102,0.05427563562989235,5
0.03333333333333333,0.2044001966714859,-13.61430835723877,0.023333333333333334,700.0,140.0,0.8467633128166199,0.09348966926336288,0.057292986661195755,6
0.06666666666666667,0.20442847907543182,-14.372746467590332,0.03333333333333333,800.0,160.0,0.8467764258384705,0.09431994706392288,0.058594074100255966,7
0.06666666666666667,0.20433355867862701,-15.58155345916748,0.03333333333333333,900.0,180.0,0.8463085293769836,0.09441662579774857,0.05922709032893181,8
0.06666666666666667,0.20426374673843384,-16.07599639892578,0.04666666666666667,1000.0,200.0,0.8458144068717957,0.09529867768287659,0.06000734493136406,9
0.06666666666666667,0.20427604019641876,-18.655746459960938,0.04,1100.0,220.0,0.8458264470100403,0.09633994102478027,0.06151076778769493,10
0.016666666666666666,0.2043493539094925,-20.482566833496094,0.043333333333333335,1200.0,240.0,0.8458618521690369,0.09785277396440506,0.06386174261569977,11
0.05000000000000001,0.20439152419567108,-20.86390495300293,0.05000000000000001,1300.0,260.0,0.845811128616333,0.09851211309432983,0.06520523875951767,12
0.05000000000000001,0.20439720153808594,-20.44754981994629,0.043333333333333335,1400.0,280.0,0.8459751605987549,0.09878939390182495,0.06583332270383835,13
0.09999999999999999,0.20443814992904663,-20.902856826782227,0.07,1500.0,300.0,0.8461256623268127,0.09874718636274338,0.0667979046702385,14
0.11666666666666665,0.20444034039974213,-20.996185302734375,0.07333333333333335,1600.0,320.0,0.8459413647651672,0.09876380115747452,0.06781192868947983,15
0.08333333333333333,0.2045155018568039,-19.83258056640625,0.06,1700.0,340.0,0.8461015224456787,0.09871986508369446,0.06932654976844788,16
0.05000000000000001,0.20444262027740479,-20.611818313598633,0.07666666666666667,1800.0,360.0,0.8459256291389465,0.09865937381982803,0.07043338567018509,17
0.06666666666666667,0.204325869679451,-22.261449813842773,0.06333333333333334,1900.0,380.0,0.8457346558570862,0.09890565276145935,0.07185695320367813,18
0.13333333333333333,0.20442445576190948,-22.267133712768555,0.06666666666666667,2000.0,400.0,0.845919668674469,0.09850234538316727,0.0729726105928421,19
0.13333333333333333,0.20446611940860748,-21.670896530151367,0.09666666666666668,2100.0,420.0,0.8458053469657898,0.09877138584852219,0.07457106560468674,20
0.11666666666666668,0.20443110167980194,-22.523405075073242,0.10666666666666667,2200.0,440.0,0.846005380153656,0.09940847009420395,0.07655324041843414,21
0.2833333333333334,0.20433823764324188,-17.625967025756836,0.12666666666666668,2300.0,460.0,0.8460752964019775,0.09947573393583298,0.07854683697223663,22
0.20000000000000004,0.20436881482601166,-19.820449829101562,0.16333333333333333,2400.0,480.0,0.8461706638336182,0.09951392561197281,0.07956500351428986,23
0.2333333333333333,0.20441490411758423,-17.84633445739746,0.15333333333333335,2500.0,500.0,0.8461868762969971,0.10007985681295395,0.08122043311595917,24
0.25,0.20448242127895355,-19.616247177124023,0.18333333333333335,2600.0,520.0,0.8461795449256897,0.10016271471977234,0.08243090659379959,25
0.25,0.2043987661600113,-21.57317543029785,0.17,2700.0,540.0,0.8461921215057373,0.10013347119092941,0.08401908725500107,26
0.26666666666666666,0.20441770553588867,-19.754276275634766,0.19333333333333336,2800.0,560.0,0.8461102843284607,0.10050618648529053,0.08519736677408218,27
0.2333333333333333,0.20448262989521027,-18.455690383911133,0.17333333333333334,2900.0,580.0,0.8460560441017151,0.10091457515954971,0.0867258682847023,28
0.4000000000000001,0.20445550978183746,-13.527996063232422,0.19333333333333333,3000.0,600.0,0.8460412621498108,0.1010357141494751,0.08753419667482376,29
0.25,0.2044571191072464,-22.443374633789062,0.22333333333333336,3100.0,620.0,0.8458873629570007,0.10115375369787216,0.08833970874547958,30
0.3666666666666667,0.2043939083814621,-21.190959930419922,0.24333333333333332,3200.0,640.0,0.8458260893821716,0.10154753923416138,0.08907195180654526,31
0.25,0.2043805569410324,-20.232866287231445,0.24666666666666667,3300.0,660.0,0.8456377387046814,0.10154342651367188,0.08986905217170715,32
0.3,0.2044212371110916,-19.839441299438477,0.24666666666666667,3400.0,680.0,0.8456024527549744,0.1016499474644661,0.09072937816381454,33
0.31666666666666665,0.2044389694929123,-18.929779052734375,0.2733333333333334,3500.0,700.0,0.8456072807312012,0.10162556171417236,0.09155532717704773,34
0.25,0.20445775985717773,-20.84819221496582,0.2733333333333333,3600.0,720.0,0.8456224799156189,0.10174588114023209,0.09273826330900192,35
0.35000000000000003,0.20447532832622528,-20.14175796508789,0.29000000000000004,3700.0,740.0,0.8456256985664368,0.10172572731971741,0.09338155388832092,36
0.31666666666666665,0.20439781248569489,-19.72153663635254,0.3066666666666667,3800.0,760.0,0.845668375492096,0.10167434066534042,0.0942152813076973,37
0.3,0.20437192916870117,-21.419984817504883,0.33666666666666667,3900.0,780.0,0.8456341624259949,0.10177785158157349,0.09481633454561234,38
0.6,0.2044084221124649,-16.07378578186035,0.34,4000.0,800.0,0.8455967307090759,0.10177256911993027,0.09540826827287674,39
0.43333333333333335,0.20442597568035126,-18.278724670410156,0.38333333333333336,4100.0,820.0,0.8457180857658386,0.10177186876535416,0.09617680311203003,40
0.4666666666666666,0.20436184108257294,-18.07124137878418,0.42,4200.0,840.0,0.8456416130065918,0.10151642560958862,0.09679504483938217,41
0.43333333333333335,0.20436477661132812,-19.745498657226562,0.3766666666666667,4300.0,860.0,0.8457353711128235,0.1014951691031456,0.09758349508047104,42
0.6,0.2043418437242508,-15.219767570495605,0.3633333333333333,4400.0,880.0,0.8456816673278809,0.10157213360071182,0.09837222099304199,43
0.4333333333333333,0.20433886349201202,-21.665693283081055,0.44333333333333336,4500.0,900.0,0.8456231951713562,0.10151305794715881,0.09887674450874329,44
0.5,0.20437617599964142,-18.027616500854492,0.41,4600.0,920.0,0.8456814885139465,0.101477712392807,0.09942933171987534,45
0.4666666666666666,0.2043316811323166,-20.575950622558594,0.42333333333333334,4700.0,940.0,0.8456165790557861,0.1014900803565979,0.09997659921646118,46
0.5,0.20431572198867798,-20.66248893737793,0.44,4800.0,960.0,0.845527708530426,0.10139968991279602,0.10088155418634415,47
0.5666666666666667,0.20433737337589264,-16.15323257446289,0.4533333333333333,4900.0,980.0,0.8455076217651367,0.10150638967752457,0.10154536366462708,48
0.48333333333333334,0.2042655497789383,-17.982284545898438,0.41333333333333333,5000.0,1000.0,0.8453860878944397,0.10148841142654419,0.10215089470148087,49
0.3833333333333333,0.20431487262248993,-19.48543357849121,0.38000000000000006,5100.0,1020.0,0.8454436659812927,0.10153371840715408,0.1028197631239891,50
0.43333333333333335,0.20427961647510529,-18.56239891052246,0.43333333333333335,5200.0,1040.0,0.8453404307365417,0.1016250029206276,0.10348580032587051,51
0.5333333333333333,0.2042473405599594,-14.658818244934082,0.45999999999999996,5300.0,1060.0,0.8453424572944641,0.10147568583488464,0.10403712838888168,52
0.6333333333333333,0.2042749524116516,-12.073290824890137,0.48,5400.0,1080.0,0.8452839851379395,0.10154805332422256,0.1046987995505333,53
0.5333333333333333,0.20417778193950653,-14.334370613098145,0.48,5500.0,1100.0,0.8452427387237549,0.10143841058015823,0.10519444197416306,54
0.5499999999999999,0.20421265065670013,-14.267237663269043,0.4566666666666666,5600.0,1120.0,0.8452964425086975,0.1013687252998352,0.1055343747138977,55
0.5666666666666665,0.20412033796310425,-15.336695671081543,0.43999999999999995,5700.0,1140.0,0.8453014492988586,0.10139027237892151,0.10579334944486618,56
0.5,0.20410580933094025,-16.506561279296875,0.4533333333333333,5800.0,1160.0,0.8452727794647217,0.10139744728803635,0.10598770529031754,57
0.75,0.20410512387752533,-9.764270782470703,0.41999999999999993,5900.0,1180.0,0.8453244566917419,0.10142236202955246,0.10625576227903366,58
0.6333333333333333,0.2041066735982895,-13.425637245178223,0.45333333333333337,6000.0,1200.0,0.845361053943634,0.10135864466428757,0.10637930780649185,59
0.6166666666666667,0.2040962427854538,-12.092330932617188,0.4766666666666666,6100.0,1220.0,0.8454098105430603,0.1012732982635498,0.10646756738424301,60
0.6666666666666666,0.20412452518939972,-13.33362102508545,0.49,6200.0,1240.0,0.8454339504241943,0.10127425193786621,0.10656697303056717,61
0.7166666666666668,0.20410175621509552,-11.759343147277832,0.48,6300.0,1260.0,0.8455116152763367,0.10117638856172562,0.10672882944345474,62
0.6999999999999998,0.20408153533935547,-11.084603309631348,0.5133333333333333,6400.0,1280.0,0.8455691337585449,0.1011776551604271,0.10695201903581619,63
0.65,0.20408998429775238,-13.904067993164062,0.47,6500.0,1300.0,0.8455793261528015,0.10111913830041885,0.10698184370994568,64
0.5499999999999999,0.20402920246124268,-17.537935256958008,0.45333333333333337,6600.0,1320.0,0.8455867171287537,0.10122901946306229,0.10711025446653366,65
0.6666666666666666,0.20406772196292877,-13.485698699951172,0.4766666666666666,6700.0,1340.0,0.8455942273139954,0.10133639723062515,0.10733854025602341,66
0.5333333333333333,0.2040545493364334,-16.577333450317383,0.48666666666666664,6800.0,1360.0,0.8456243872642517,0.10137829184532166,0.10757503658533096,67
0.6166666666666667,0.2039760798215866,-13.446967124938965,0.48666666666666664,6900.0,1380.0,0.8456048965454102,0.10143881291151047,0.10783570259809494,68
0.5666666666666668,0.20397967100143433,-15.280963897705078,0.48333333333333334,7000.0,1400.0,0.8456602692604065,0.10139556974172592,0.1080578938126564,69
0.5666666666666667,0.20396403968334198,-16.065038681030273,0.5,7100.0,1420.0,0.8456150889396667,0.1014164388179779,0.10823027044534683,70
0.6999999999999998,0.20396332442760468,-9.576430320739746,0.53,7200.0,1440.0,0.8456576466560364,0.10138928890228271,0.10838978737592697,71
0.6999999999999998,0.2039337158203125,-9.745879173278809,0.4366666666666667,7300.0,1460.0,0.8456614017486572,0.10141116380691528,0.10850725322961807,72
0.6333333333333333,0.2038673758506775,-12.729765892028809,0.47000000000000003,7400.0,1480.0,0.8456602692604065,0.10137466341257095,0.10863971710205078,73
0.8333333333333334,0.2038760632276535,-6.799670696258545,0.5033333333333333,7500.0,1500.0,0.8456947207450867,0.10134988278150558,0.10886683315038681,74
0.7166666666666667,0.2038600891828537,-10.513476371765137,0.5166666666666667,7600.0,1520.0,0.8456601500511169,0.10141197592020035,0.10909142345190048,75
0.6666666666666666,0.2038695365190506,-8.825396537780762,0.49,7700.0,1540.0,0.8456125259399414,0.10148025304079056,0.10942576080560684,76
0.7333333333333334,0.20383650064468384,-8.97878360748291,0.57,7800.0,1560.0,0.8456053733825684,0.10153883695602417,0.10957350581884384,77
0.6666666666666666,0.20384788513183594,-10.117644309997559,0.4566666666666666,7900.0,1580.0,0.8456721901893616,0.10171415656805038,0.1098538413643837,78
0.6333333333333333,0.20383362472057343,-8.574577331542969,0.5033333333333333,8000.0,1600.0,0.8456990718841553,0.10194053500890732,0.11020993441343307,79
0.7333333333333334,0.2038336545228958,-9.83479118347168,0.5633333333333334,8100.0,1620.0,0.8456530570983887,0.10204321146011353,0.11034315079450607,80
0.7166666666666667,0.20382452011108398,-9.050235748291016,0.51,8200.0,1640.0,0.8456746935844421,0.1024935245513916,0.11071603745222092,81
0.7833333333333333,0.2038356512784958,-7.927981853485107,0.48333333333333334,8300.0,1660.0,0.8457038402557373,0.10270923376083374,0.11104656010866165,82
0.7666666666666666,0.20381921529769897,-5.69733190536499,0.48666666666666664,8400.0,1680.0,0.8458061814308167,0.10282135009765625,0.11130291223526001,83
0.75,0.203813835978508,-5.821043014526367,0.5033333333333333,8500.0,1700.0,0.8458910584449768,0.10301501303911209,0.1114828959107399,84
0.7666666666666666,0.20384250581264496,-4.5513596534729,0.49,8600.0,1720.0,0.8459356427192688,0.10333753377199173,0.11174795776605606,85
0.7999999999999999,0.2038351446390152,-4.41164493560791,0.5566666666666668,8700.0,1740.0,0.8460299372673035,0.1036769226193428,0.1119990348815918,86
0.8166666666666668,0.2038664072751999,-2.94120717048645,0.5233333333333333,8800.0,1760.0,0.8461030125617981,0.10380470752716064,0.11224328726530075,87
0.75,0.20389004051685333,-5.045279026031494,0.53,8900.0,1780.0,0.8462212681770325,0.1038951650261879,0.11243206262588501,88
0.7833333333333333,0.2039279341697693,-3.931612014770508,0.44333333333333336,9000.0,1800.0,0.8463519215583801,0.10407987236976624,0.11259777098894119,89
0.7666666666666666,0.20392723381519318,-4.1164069175720215,0.5133333333333333,9100.0,1820.0,0.8464029431343079,0.10414594411849976,0.11273649334907532,90
0.7666666666666666,0.2039519101381302,-3.5773751735687256,0.53,9200.0,1840.0,0.8464363217353821,0.10410133749246597,0.11270672082901001,91
0.7833333333333333,0.2039736956357956,-4.580017566680908,0.5666666666666665,9300.0,1860.0,0.8465083241462708,0.10407071560621262,0.11266163736581802,92
0.9,0.20392508804798126,-1.8627300262451172,0.5766666666666667,9400.0,1880.0,0.8465355038642883,0.10415995866060257,0.11271677166223526,93
0.7333333333333334,0.20393984019756317,-4.455975532531738,0.5266666666666667,9500.0,1900.0,0.8466197848320007,0.10424133390188217,0.11270895600318909,94
0.85,0.20398421585559845,-2.591970920562744,0.5633333333333334,9600.0,1920.0,0.8467812538146973,0.10428673028945923,0.11265530437231064,95
0.8333333333333334,0.2040550857782364,-2.8781139850616455,0.5133333333333333,9700.0,1940.0,0.8469399809837341,0.10427551716566086,0.11261775344610214,96
0.8666666666666667,0.20408999919891357,-3.1399309635162354,0.5366666666666667,9800.0,1960.0,0.8471174240112305,0.1043303832411766,0.11261583119630814,97
0.8833333333333333,0.20411330461502075,-1.907575011253357,0.56,9900.0,1980.0,0.8472214341163635,0.10441255569458008,0.11265414953231812,98
0.9,0.2041132003068924,-2.601419687271118,0.5199999999999999,10000.0,2000.0,0.8473065495491028,0.10441988706588745,0.11265037208795547,99
