stats_o/std,epoch,train/episode,stats_g/std,test/episode,stats_g/mean,train/success_rate,test/mean_Q,stats_o/mean,test/success_rate
0.041804585605859756,0,100.0,0.06958107650279999,20.0,0.8386263251304626,0.04,-2.4971375465393066,0.2011576145887375,0.09999999999999999
0.045790184289216995,1,200.0,0.07068131119012833,40.0,0.8388988375663757,0.07666666666666666,-4.726644515991211,0.20110177993774414,0.016666666666666666
0.04670412465929985,2,300.0,0.07179399579763412,60.0,0.8383524417877197,0.07,-6.229515552520752,0.20114119350910187,0.03333333333333333
0.04715747758746147,3,400.0,0.07333389669656754,80.0,0.8390546441078186,0.06666666666666667,-8.324886322021484,0.20142489671707153,0.05000000000000001
0.04817269369959831,4,500.0,0.07422132790088654,100.0,0.8392150402069092,0.08,-10.124385833740234,0.20146672427654266,0.03333333333333333
0.04837329313158989,5,600.0,0.07477622479200363,120.0,0.8390535712242126,0.06333333333333334,-11.754734992980957,0.20149743556976318,0.03333333333333333
0.048848409205675125,6,700.0,0.07444837689399719,140.0,0.8387604355812073,0.06666666666666667,-12.023311614990234,0.20152170956134796,0.11666666666666668
0.04912532866001129,7,800.0,0.07403376698493958,160.0,0.8386540412902832,0.09000000000000001,-13.40029525756836,0.201522096991539,0.11666666666666665
0.04961400106549263,8,900.0,0.07372158020734787,180.0,0.8386938571929932,0.06333333333333334,-15.820076942443848,0.2015078216791153,0.05000000000000001
0.05069660767912865,9,1000.0,0.0738191083073616,200.0,0.838721752166748,0.10333333333333333,-16.60822868347168,0.20153957605361938,0.10000000000000002
0.0507970005273819,10,1100.0,0.0739549919962883,220.0,0.8383974432945251,0.10666666666666665,-16.38276481628418,0.2014307975769043,0.15
0.05079197883605957,11,1200.0,0.07416614890098572,240.0,0.8380990028381348,0.07666666666666667,-18.046316146850586,0.20136873424053192,0.11666666666666665
0.05084087327122688,12,1300.0,0.07410231232643127,260.0,0.8381009697914124,0.06999999999999999,-20.145742416381836,0.20136411488056183,0.05000000000000001
0.05120224133133888,13,1400.0,0.07395945489406586,280.0,0.838045060634613,0.09333333333333334,-21.185359954833984,0.20132069289684296,0.08333333333333333
0.05152742564678192,14,1500.0,0.07385746389627457,300.0,0.8380679488182068,0.10333333333333333,-21.39931297302246,0.2012953758239746,0.08333333333333333
0.05226067826151848,15,1600.0,0.07368073612451553,320.0,0.8382536768913269,0.10666666666666669,-22.26814079284668,0.20127518475055695,0.13333333333333333
0.05312060937285423,16,1700.0,0.0736764594912529,340.0,0.8383300304412842,0.08,-21.722341537475586,0.20123285055160522,0.09999999999999999
0.05477051064372063,17,1800.0,0.07395272701978683,360.0,0.8385545611381531,0.13333333333333333,-22.6396541595459,0.20130039751529694,0.09999999999999999
0.055854812264442444,18,1900.0,0.07403747737407684,380.0,0.8385578989982605,0.16333333333333333,-23.167282104492188,0.201238214969635,0.11666666666666665
0.056963082402944565,19,2000.0,0.07398431748151779,400.0,0.8386368751525879,0.12,-21.51409339904785,0.20125918090343475,0.16666666666666666
0.058452505618333817,20,2100.0,0.0742139220237732,420.0,0.8388628363609314,0.10000000000000002,-22.465896606445312,0.20136773586273193,0.13333333333333333
0.05985020473599434,21,2200.0,0.07425340265035629,440.0,0.8389344811439514,0.12,-22.322555541992188,0.2013206034898758,0.18333333333333335
0.06125162914395332,22,2300.0,0.07428624480962753,460.0,0.8388023376464844,0.15,-23.0478515625,0.20121443271636963,0.19999999999999998
0.062216416001319885,23,2400.0,0.074468232691288,480.0,0.8388171195983887,0.22,-22.47553253173828,0.20115025341510773,0.16666666666666666
0.06404963880777359,24,2500.0,0.0749153196811676,500.0,0.8391850590705872,0.22,-18.973764419555664,0.2011442929506302,0.3
0.06542708724737167,25,2600.0,0.07505124062299728,520.0,0.8395321369171143,0.25,-17.204172134399414,0.20130233466625214,0.3833333333333333
0.06726443022489548,26,2700.0,0.07525744289159775,540.0,0.8399246335029602,0.32,-17.499868392944336,0.20139248669147491,0.3833333333333333
0.06862922757863998,27,2800.0,0.07551748305559158,560.0,0.8403041958808899,0.38666666666666666,-12.53581714630127,0.20150251686573029,0.55
0.07026247680187225,28,2900.0,0.07549244910478592,580.0,0.8404765129089355,0.38999999999999996,-13.039799690246582,0.2015659064054489,0.43333333333333335
0.07184893637895584,29,3000.0,0.0756416991353035,600.0,0.8405625224113464,0.5566666666666668,-10.64885139465332,0.20164187252521515,0.5
0.07470306754112244,30,3100.0,0.07610265910625458,620.0,0.8407073020935059,0.5533333333333333,-5.920614719390869,0.20173847675323486,0.6833333333333332
0.07678083330392838,31,3200.0,0.07621204107999802,640.0,0.8407189249992371,0.66,-5.479139804840088,0.20181052386760712,0.6999999999999998
0.07847414910793304,32,3300.0,0.07622689753770828,660.0,0.8408501744270325,0.6433333333333334,-6.0409064292907715,0.20185798406600952,0.5166666666666667
0.0800192654132843,33,3400.0,0.07618406414985657,680.0,0.8408721089363098,0.66,-4.075223922729492,0.20200492441654205,0.7166666666666667
0.08157143741846085,34,3500.0,0.07653700560331345,700.0,0.8409028649330139,0.7066666666666667,-2.9344332218170166,0.2021464705467224,0.8000000000000002
0.08265911042690277,35,3600.0,0.07630228251218796,720.0,0.8409982323646545,0.7633333333333333,-2.5419533252716064,0.20220442116260529,0.8666666666666666
0.08361908048391342,36,3700.0,0.07627170532941818,740.0,0.8409667611122131,0.82,-2.9254753589630127,0.20225675404071808,0.8333333333333334
0.08483340591192245,37,3800.0,0.07621944695711136,760.0,0.840853750705719,0.8066666666666666,-2.533146619796753,0.2022913098335266,0.9
0.08593835681676865,38,3900.0,0.07611236721277237,780.0,0.8407787680625916,0.8666666666666667,-2.1037442684173584,0.20223312079906464,0.9166666666666666
0.08705513924360275,39,4000.0,0.07592203468084335,800.0,0.8407213687896729,0.87,-2.1443464756011963,0.202260360121727,0.8999999999999999
0.08821934461593628,40,4100.0,0.0758521631360054,820.0,0.8406005501747131,0.85,-1.895329475402832,0.20218725502490997,0.9166666666666666
0.08928095549345016,41,4200.0,0.07587546855211258,840.0,0.8405781388282776,0.8833333333333333,-1.8161183595657349,0.20220041275024414,0.9333333333333332
0.09003110975027084,42,4300.0,0.07572826743125916,860.0,0.8404769897460938,0.86,-1.877427577972412,0.2021753191947937,0.9666666666666667
0.09067977219820023,43,4400.0,0.07561904937028885,880.0,0.8405196070671082,0.8999999999999999,-1.9310383796691895,0.2021799236536026,0.9833333333333334
0.09136988967657089,44,4500.0,0.07551561295986176,900.0,0.8405663967132568,0.8833333333333333,-1.7865766286849976,0.2022145837545395,0.9666666666666667
0.09209901094436646,45,4600.0,0.07543978840112686,920.0,0.8404983878135681,0.9133333333333332,-2.7418205738067627,0.2021813988685608,0.9499999999999998
0.09284839034080505,46,4700.0,0.07547521591186523,940.0,0.8404984474182129,0.9066666666666667,-1.5463190078735352,0.20223520696163177,0.9833333333333334
0.09354934096336365,47,4800.0,0.07542144507169724,960.0,0.8404927253723145,0.91,-1.3749967813491821,0.20220540463924408,1.0
0.09399843961000443,48,4900.0,0.0752769410610199,980.0,0.840461790561676,0.9333333333333332,-1.6724014282226562,0.20215244591236115,0.9833333333333334
0.09433525055646896,49,5000.0,0.07520540803670883,1000.0,0.8404932618141174,0.9133333333333334,-1.092551350593567,0.20217196643352509,1.0
0.09483251720666885,50,5100.0,0.07501015067100525,1020.0,0.8405346870422363,0.96,-1.3473587036132812,0.20217211544513702,0.9833333333333334
0.095234215259552,51,5200.0,0.07506071776151657,1040.0,0.8404616713523865,0.9133333333333334,-1.1452075242996216,0.20220929384231567,0.9833333333333334
0.09566821902990341,52,5300.0,0.0749596580862999,1060.0,0.8404335975646973,0.9366666666666666,-1.1314114332199097,0.2022179365158081,0.9833333333333334
0.09607094526290894,53,5400.0,0.07496009021997452,1080.0,0.840379536151886,0.9433333333333334,-1.4920397996902466,0.20223002135753632,0.9833333333333334
0.09655866026878357,54,5500.0,0.07488692551851273,1100.0,0.8403034210205078,0.9266666666666667,-1.399683952331543,0.20219427347183228,0.9833333333333334
0.09681347757577896,55,5600.0,0.074720598757267,1120.0,0.8403427600860596,0.9700000000000001,-1.2526335716247559,0.20218582451343536,1.0
0.09709075838327408,56,5700.0,0.07453085482120514,1140.0,0.8402504324913025,0.9666666666666667,-1.0410455465316772,0.20221064984798431,1.0
0.09751061350107193,57,5800.0,0.0743187889456749,1160.0,0.8402801156044006,0.9633333333333333,-1.1064867973327637,0.20220012962818146,1.0
0.09779747575521469,58,5900.0,0.07422852516174316,1180.0,0.8402227759361267,0.9366666666666666,-1.078105092048645,0.20218820869922638,1.0
0.09819450229406357,59,6000.0,0.07407911866903305,1200.0,0.8401725888252258,0.9633333333333333,-1.0400385856628418,0.20220400393009186,1.0
0.09849827736616135,60,6100.0,0.07407868653535843,1220.0,0.8401363492012024,0.9400000000000001,-1.2170675992965698,0.20222502946853638,1.0
0.09884154051542282,61,6200.0,0.07401274144649506,1240.0,0.8401187062263489,0.9633333333333333,-0.9571366906166077,0.2022595852613449,1.0
0.09927234798669815,62,6300.0,0.07385919243097305,1260.0,0.8400940299034119,0.9666666666666667,-1.0828067064285278,0.2022160291671753,1.0
0.09946718066930771,63,6400.0,0.07371244579553604,1280.0,0.8400406241416931,0.9566666666666667,-1.1399883031845093,0.20217643678188324,1.0
0.09981485456228256,64,6500.0,0.07363462448120117,1300.0,0.839958131313324,0.9666666666666667,-1.5471712350845337,0.2021147757768631,0.9833333333333334
0.10015486925840378,65,6600.0,0.07350880652666092,1320.0,0.8399229645729065,0.9733333333333333,-1.0536175966262817,0.20211724936962128,1.0
0.10032201558351517,66,6700.0,0.07343769073486328,1340.0,0.8398616909980774,0.9500000000000001,-1.0206657648086548,0.20214368402957916,0.9833333333333334
0.10059349983930588,67,6800.0,0.07331686466932297,1360.0,0.8398401737213135,0.9633333333333333,-1.090131402015686,0.20210830867290497,1.0
0.10092297196388245,68,6900.0,0.07314698398113251,1380.0,0.8398115634918213,0.9866666666666667,-1.0819847583770752,0.20205587148666382,1.0
0.10115838795900345,69,7000.0,0.07303103059530258,1400.0,0.8398604393005371,0.9633333333333333,-1.0466125011444092,0.2020670771598816,1.0
0.10136618465185165,70,7100.0,0.07296019792556763,1420.0,0.8398608565330505,0.9733333333333333,-1.2482930421829224,0.20202882587909698,0.9833333333333334
0.10152054578065872,71,7200.0,0.07290421426296234,1440.0,0.839810311794281,0.96,-1.1894439458847046,0.20200411975383759,1.0
0.10175929218530655,72,7300.0,0.0728759840130806,1460.0,0.839756965637207,0.96,-1.1277090311050415,0.20201389491558075,1.0
0.10191121697425842,73,7400.0,0.07282980531454086,1480.0,0.8396990299224854,0.9566666666666667,-1.1307419538497925,0.2020094245672226,1.0
0.10206083208322525,74,7500.0,0.07275255024433136,1500.0,0.839738667011261,0.9533333333333333,-1.231454849243164,0.20203958451747894,1.0
0.10221567004919052,75,7600.0,0.07267367094755173,1520.0,0.8396687507629395,0.9633333333333333,-0.988035261631012,0.20198290050029755,1.0
0.10244479030370712,76,7700.0,0.07259325683116913,1540.0,0.83967524766922,0.94,-1.0117138624191284,0.20198489725589752,1.0
0.10255248099565506,77,7800.0,0.07246075570583344,1560.0,0.8396492004394531,0.9700000000000001,-1.139459490776062,0.2019551396369934,0.9833333333333334
0.10271862894296646,78,7900.0,0.07241157442331314,1580.0,0.8396583199501038,0.9499999999999998,-0.8969095349311829,0.20195144414901733,1.0
0.10282697528600693,79,8000.0,0.07229575514793396,1600.0,0.8396628499031067,0.9533333333333333,-1.0313682556152344,0.201960489153862,1.0
0.10289499908685684,80,8100.0,0.07218170166015625,1620.0,0.8396520614624023,0.9400000000000001,-1.114853858947754,0.20198078453540802,1.0
0.10307332873344421,81,8200.0,0.07206601649522781,1640.0,0.8396889567375183,0.9499999999999998,-1.1796215772628784,0.20197518169879913,1.0
0.10319475084543228,82,8300.0,0.07195299863815308,1660.0,0.8396480083465576,0.96,-1.0768938064575195,0.20196156203746796,1.0
0.10322397202253342,83,8400.0,0.07188519835472107,1680.0,0.839644730091095,0.96,-1.063381314277649,0.20198918879032135,1.0
0.10344972461462021,84,8500.0,0.0718446746468544,1700.0,0.8396351933479309,0.9700000000000001,-1.0208324193954468,0.20202207565307617,1.0
0.10367570072412491,85,8600.0,0.07183311134576797,1720.0,0.839622974395752,0.9466666666666667,-1.0826263427734375,0.20203174650669098,1.0
0.10381428152322769,86,8700.0,0.07185960561037064,1740.0,0.8396103978157043,0.94,-0.9163432121276855,0.20203335583209991,1.0
0.1039406880736351,87,8800.0,0.07180657237768173,1760.0,0.8395853042602539,0.9533333333333333,-1.057834267616272,0.2020174264907837,1.0
0.10405844449996948,88,8900.0,0.07175512611865997,1780.0,0.8395881652832031,0.9633333333333333,-1.0383609533309937,0.20199324190616608,1.0
0.10410568863153458,89,9000.0,0.07171177119016647,1800.0,0.8395933508872986,0.9666666666666667,-1.0835245847702026,0.2020019292831421,1.0
0.10427460819482803,90,9100.0,0.07166676968336105,1820.0,0.8396027088165283,0.9666666666666667,-1.1048134565353394,0.20199817419052124,1.0
0.10444167256355286,91,9200.0,0.07160127907991409,1840.0,0.8395895957946777,0.9733333333333333,-1.0711885690689087,0.2020234614610672,1.0
0.10445166379213333,92,9300.0,0.07153987139463425,1860.0,0.8395981788635254,0.9733333333333333,-1.008614182472229,0.20205438137054443,0.9833333333333334
0.104550801217556,93,9400.0,0.07147813588380814,1880.0,0.8395646214485168,0.9533333333333333,-0.860201895236969,0.20206503570079803,1.0
0.10467049479484558,94,9500.0,0.07146910578012466,1900.0,0.8395089507102966,0.9366666666666666,-0.9841672778129578,0.2020559161901474,1.0
0.10470227152109146,95,9600.0,0.07140427827835083,1920.0,0.8394604325294495,0.9633333333333333,-0.9601104855537415,0.20204372704029083,1.0
0.1047135666012764,96,9700.0,0.07139787077903748,1940.0,0.8394770622253418,0.96,-1.1743546724319458,0.20204783976078033,1.0
0.10473715513944626,97,9800.0,0.07134445756673813,1960.0,0.8394708633422852,0.9766666666666666,-1.0633047819137573,0.20202942192554474,1.0
0.10483435541391373,98,9900.0,0.07137613743543625,1980.0,0.8394618630409241,0.9366666666666666,-1.414562702178955,0.20204412937164307,0.9833333333333334
0.10490629822015762,99,10000.0,0.07134967297315598,2000.0,0.8394462466239929,0.96,-0.8277071118354797,0.2020285576581955,1.0
