train/success_rate,stats_o/std,stats_g/std,epoch,stats_g/mean,test/mean_Q,test/success_rate,test/episode,train/episode,stats_o/mean
0.0033333333333333335,0.06755125522613525,0.11986926943063736,0,0.7427365183830261,-3.2663848400115967,0.0,20.0,100.0,0.1697622537612915
0.0,0.06958401948213577,0.12082231789827347,1,0.7421438097953796,-5.2137131690979,0.0,40.0,200.0,0.17099960148334503
0.006666666666666667,0.07178687304258347,0.125633105635643,2,0.7417365908622742,-7.249160289764404,0.0,60.0,300.0,0.17027902603149414
0.0,0.07233422994613647,0.12828987836837769,3,0.7424165606498718,-9.367260932922363,0.0,80.0,400.0,0.17054612934589386
0.016666666666666666,0.07353965193033218,0.13105545938014984,4,0.7433829307556152,-10.948687553405762,0.016666666666666666,100.0,500.0,0.17083919048309326
0.006666666666666667,0.07393848150968552,0.13216619193553925,5,0.7427983283996582,-12.831408500671387,0.0,120.0,600.0,0.17074580490589142
0.0033333333333333335,0.07480649650096893,0.13538974523544312,6,0.7452466487884521,-13.881461143493652,0.0,140.0,700.0,0.17163987457752228
0.01,0.07616743445396423,0.14052622020244598,7,0.7466340661048889,-13.898296356201172,0.03333333333333333,160.0,800.0,0.1720881313085556
0.013333333333333334,0.07931257039308548,0.14787544310092926,8,0.748776376247406,-15.684165954589844,0.0,180.0,900.0,0.17249222099781036
0.02,0.08073516190052032,0.15178517997264862,9,0.7508821487426758,-16.200830459594727,0.016666666666666666,200.0,1000.0,0.172750785946846
0.02666666666666667,0.08347409218549728,0.15615083277225494,10,0.7532591819763184,-16.23054313659668,0.0,220.0,1100.0,0.17324654757976532
0.02666666666666667,0.0855816975235939,0.16065286099910736,11,0.755237877368927,-16.867124557495117,0.03333333333333333,240.0,1200.0,0.1735846847295761
0.03666666666666667,0.0880921259522438,0.16413909196853638,12,0.7573292851448059,-16.96987533569336,0.06666666666666667,260.0,1300.0,0.17404119670391083
0.04666666666666667,0.09107456356287003,0.16812920570373535,13,0.7592735290527344,-17.523183822631836,0.016666666666666666,280.0,1400.0,0.17460446059703827
0.03333333333333333,0.09382662922143936,0.17278476059436798,14,0.7616434693336487,-15.794670104980469,0.16666666666666666,300.0,1500.0,0.17502248287200928
0.06333333333333334,0.09598550945520401,0.17586499452590942,15,0.7649258971214294,-13.320643424987793,0.2333333333333333,320.0,1600.0,0.17585450410842896
0.08,0.0965212807059288,0.17707496881484985,16,0.7678759098052979,-12.913558006286621,0.20000000000000004,340.0,1700.0,0.1763273924589157
0.09333333333333334,0.09689263254404068,0.17798630893230438,17,0.7717700600624084,-14.675036430358887,0.16666666666666666,360.0,1800.0,0.17688794434070587
0.09000000000000001,0.09702063351869583,0.17840202152729034,18,0.7745769023895264,-12.378028869628906,0.26666666666666666,380.0,1900.0,0.17733223736286163
0.09000000000000001,0.09731274843215942,0.17897196114063263,19,0.7771243453025818,-13.854000091552734,0.3,400.0,2000.0,0.17774267494678497
0.12333333333333334,0.09769057482481003,0.1793847531080246,20,0.7799315452575684,-13.221907615661621,0.25,420.0,2100.0,0.1781878024339676
0.14,0.0983530804514885,0.17982171475887299,21,0.7823877930641174,-13.214431762695312,0.25,440.0,2200.0,0.17851950228214264
0.10333333333333333,0.09891626983880997,0.18087613582611084,22,0.7844817042350769,-13.45462417602539,0.26666666666666666,460.0,2300.0,0.1788986176252365
0.14,0.09929201751947403,0.18124057352542877,23,0.7856435179710388,-12.914750099182129,0.31666666666666665,480.0,2400.0,0.17908574640750885
0.15,0.09964869171380997,0.1814413070678711,24,0.7876205444335938,-11.345459938049316,0.25,500.0,2500.0,0.17951039969921112
0.14333333333333334,0.10011014342308044,0.18161100149154663,25,0.7890546917915344,-13.606019020080566,0.2333333333333333,520.0,2600.0,0.17979566752910614
0.13333333333333333,0.10030876845121384,0.18142765760421753,26,0.7906677722930908,-11.996459007263184,0.3,540.0,2700.0,0.1800864189863205
0.11666666666666665,0.10050616413354874,0.18142156302928925,27,0.7920901775360107,-14.186511039733887,0.15,560.0,2800.0,0.18046022951602936
0.13,0.10073598474264145,0.18147452175617218,28,0.79319828748703,-15.12855052947998,0.18333333333333335,580.0,2900.0,0.18078690767288208
0.13333333333333333,0.10121379047632217,0.18175601959228516,29,0.7944052815437317,-13.001663208007812,0.3499999999999999,600.0,3000.0,0.18118293583393097
0.13333333333333333,0.10158125311136246,0.1818246841430664,30,0.7954626083374023,-12.097277641296387,0.3833333333333333,620.0,3100.0,0.18149380385875702
0.14666666666666667,0.10229695588350296,0.18211866915225983,31,0.7963240146636963,-13.499526977539062,0.3333333333333333,640.0,3200.0,0.18168257176876068
0.13333333333333333,0.10256615281105042,0.18244600296020508,32,0.7966594099998474,-11.164286613464355,0.3666666666666667,660.0,3300.0,0.18180972337722778
0.14333333333333334,0.10310611128807068,0.18274499475955963,33,0.7971837520599365,-12.8933687210083,0.3333333333333333,680.0,3400.0,0.18195773661136627
0.15000000000000002,0.10362506657838821,0.18282562494277954,34,0.797382116317749,-12.937732696533203,0.3666666666666667,700.0,3500.0,0.18202336132526398
0.11,0.10433434695005417,0.18327437341213226,35,0.7975764274597168,-13.088923454284668,0.26666666666666666,720.0,3600.0,0.18212999403476715
0.11666666666666665,0.10505139082670212,0.18383920192718506,36,0.7977867126464844,-13.342361450195312,0.3333333333333333,740.0,3700.0,0.1822299212217331
0.14,0.10574602335691452,0.18455441296100616,37,0.7981510162353516,-13.09035873413086,0.3,760.0,3800.0,0.18228556215763092
0.16333333333333333,0.1063169538974762,0.18497252464294434,38,0.7988346219062805,-10.615328788757324,0.5166666666666667,780.0,3900.0,0.18240602314472198
0.15,0.10682269185781479,0.1851615160703659,39,0.7992653846740723,-13.237785339355469,0.45,800.0,4000.0,0.18249745666980743
0.19000000000000003,0.1069522276520729,0.18497033417224884,40,0.8000298142433167,-12.878456115722656,0.3666666666666667,820.0,4100.0,0.1826499104499817
0.15333333333333332,0.10722866654396057,0.18500815331935883,41,0.8003950715065002,-14.371491432189941,0.25,840.0,4200.0,0.18279536068439484
0.13,0.10743018239736557,0.18491582572460175,42,0.8008713722229004,-9.512456893920898,0.5166666666666667,860.0,4300.0,0.18296460807323456
0.14,0.10750740766525269,0.1848881095647812,43,0.8011354804039001,-11.9056978225708,0.45,880.0,4400.0,0.18310905992984772
0.18000000000000002,0.10763027518987656,0.18464958667755127,44,0.8017582893371582,-12.744559288024902,0.3499999999999999,900.0,4500.0,0.18330585956573486
0.15,0.10757938772439957,0.18461360037326813,45,0.8022163510322571,-13.059874534606934,0.3833333333333333,920.0,4600.0,0.1834302395582199
0.21999999999999997,0.10761290788650513,0.18428628146648407,46,0.8027495741844177,-11.623299598693848,0.39999999999999997,940.0,4700.0,0.18362490832805634
0.17666666666666667,0.10780205577611923,0.1843279004096985,47,0.8032293915748596,-11.893416404724121,0.5166666666666667,960.0,4800.0,0.18377630412578583
0.16666666666666666,0.10798066109418869,0.18420259654521942,48,0.803629457950592,-11.611544609069824,0.4333333333333333,980.0,4900.0,0.1838780641555786
0.18666666666666665,0.10802116990089417,0.18381643295288086,49,0.8042798042297363,-12.086051940917969,0.4833333333333334,1000.0,5000.0,0.18406055867671967
0.16333333333333333,0.10810164362192154,0.18368194997310638,50,0.8047330975532532,-11.936138153076172,0.45,1020.0,5100.0,0.18416549265384674
0.15666666666666668,0.10819301009178162,0.18352603912353516,51,0.8050652146339417,-12.446040153503418,0.5,1040.0,5200.0,0.18423449993133545
0.18999999999999997,0.10830149799585342,0.18340058624744415,52,0.8053415417671204,-11.664894104003906,0.55,1060.0,5300.0,0.18426720798015594
0.21333333333333335,0.10830017179250717,0.18319247663021088,53,0.8056902289390564,-12.052899360656738,0.5666666666666668,1080.0,5400.0,0.18434183299541473
0.16333333333333333,0.1083066537976265,0.18325336277484894,54,0.8058561682701111,-11.946792602539062,0.5166666666666667,1100.0,5500.0,0.18436969816684723
0.16,0.10836038738489151,0.18303638696670532,55,0.8061559796333313,-12.562240600585938,0.5,1120.0,5600.0,0.18441753089427948
0.20333333333333334,0.10852422565221786,0.18292778730392456,56,0.8064389824867249,-13.870040893554688,0.4166666666666667,1140.0,5700.0,0.18452630937099457
0.22333333333333336,0.1084735170006752,0.18269629776477814,57,0.8066887259483337,-14.041180610656738,0.45,1160.0,5800.0,0.18455545604228973
0.2066666666666667,0.10850568860769272,0.18263761699199677,58,0.8069887757301331,-11.992351531982422,0.48333333333333334,1180.0,5900.0,0.18463771045207977
0.17,0.10853157192468643,0.182387575507164,59,0.8073537349700928,-11.192756652832031,0.5166666666666667,1200.0,6000.0,0.18473659455776215
0.18333333333333335,0.10854170471429825,0.18209590017795563,60,0.807581901550293,-11.103745460510254,0.5666666666666667,1220.0,6100.0,0.18478603661060333
0.17333333333333334,0.10876031965017319,0.18210285902023315,61,0.8077919483184814,-12.954253196716309,0.4666666666666666,1240.0,6200.0,0.1848352700471878
0.19666666666666668,0.10882902890443802,0.18181318044662476,62,0.8082268834114075,-11.02806568145752,0.5833333333333334,1260.0,6300.0,0.18492834270000458
0.20333333333333334,0.10891256481409073,0.1815909892320633,63,0.8086824417114258,-13.295989990234375,0.5166666666666667,1280.0,6400.0,0.1850312501192093
0.17,0.10907963663339615,0.18167538940906525,64,0.8090034127235413,-9.430648803710938,0.6,1300.0,6500.0,0.18512557446956635
0.19333333333333336,0.10920368880033493,0.18138988316059113,65,0.8093504309654236,-10.37294864654541,0.6166666666666667,1320.0,6600.0,0.18519754707813263
0.21000000000000005,0.10929939150810242,0.18134333193302155,66,0.8096323609352112,-10.172452926635742,0.6333333333333334,1340.0,6700.0,0.18529872596263885
0.19333333333333336,0.10937708616256714,0.18123722076416016,67,0.8099160194396973,-10.895550727844238,0.5666666666666667,1360.0,6800.0,0.18535055220127106
0.22,0.109340600669384,0.1810934990644455,68,0.8102511763572693,-12.332324028015137,0.4666666666666666,1380.0,6900.0,0.1854269951581955
0.22666666666666668,0.10945429652929306,0.1809874325990677,69,0.8105156421661377,-11.734736442565918,0.5,1400.0,7000.0,0.18546007573604584
0.19666666666666666,0.10946515202522278,0.18102161586284637,70,0.8105961680412292,-12.752387046813965,0.3833333333333333,1420.0,7100.0,0.18549655377864838
0.19333333333333336,0.1095057800412178,0.1810087412595749,71,0.8108780384063721,-11.630531311035156,0.6333333333333333,1440.0,7200.0,0.18556036055088043
0.18999999999999997,0.10970157384872437,0.1810968518257141,72,0.8110085129737854,-13.319934844970703,0.4666666666666666,1460.0,7300.0,0.1855965256690979
0.18666666666666668,0.1097918376326561,0.18109345436096191,73,0.811098575592041,-10.416471481323242,0.6666666666666666,1480.0,7400.0,0.18565042316913605
0.17333333333333334,0.10993806272745132,0.18120430409908295,74,0.8112027645111084,-10.314400672912598,0.5666666666666667,1500.0,7500.0,0.1857079267501831
0.20000000000000004,0.11015234142541885,0.18121100962162018,75,0.8112688064575195,-14.791903495788574,0.36666666666666664,1520.0,7600.0,0.1857248991727829
0.21999999999999997,0.11023800820112228,0.18119029700756073,76,0.8114471435546875,-12.293795585632324,0.5499999999999999,1540.0,7700.0,0.18576432764530182
0.20666666666666667,0.11034808307886124,0.181324303150177,77,0.8114901185035706,-10.279607772827148,0.5833333333333333,1560.0,7800.0,0.18575315177440643
0.17,0.11036919802427292,0.18119458854198456,78,0.8115828037261963,-13.088494300842285,0.5166666666666666,1580.0,7900.0,0.1857648342847824
0.20666666666666667,0.11042217165231705,0.1813441514968872,79,0.8116214275360107,-10.82953929901123,0.5333333333333333,1600.0,8000.0,0.18577392399311066
0.18000000000000002,0.11045964807271957,0.1812751442193985,80,0.811737596988678,-12.108200073242188,0.4833333333333334,1620.0,8100.0,0.18579714000225067
0.22,0.11043833941221237,0.1811710149049759,81,0.8118031620979309,-11.056008338928223,0.5666666666666668,1640.0,8200.0,0.18583333492279053
0.16333333333333333,0.1104879081249237,0.18124306201934814,82,0.8118771910667419,-13.550543785095215,0.5333333333333333,1660.0,8300.0,0.1858638972043991
0.22666666666666666,0.11050383001565933,0.18123950064182281,83,0.8118317723274231,-11.784728050231934,0.6,1680.0,8400.0,0.18585900962352753
0.22666666666666668,0.1104719340801239,0.1811486929655075,84,0.81195467710495,-11.630279541015625,0.45,1700.0,8500.0,0.18587379157543182
0.17,0.11058024317026138,0.18111900985240936,85,0.8120858073234558,-12.6987943649292,0.4666666666666666,1720.0,8600.0,0.18590904772281647
0.17666666666666667,0.11070683598518372,0.1810983419418335,86,0.8123025298118591,-12.720993041992188,0.5499999999999999,1740.0,8700.0,0.18595878779888153
0.14333333333333334,0.11068757623434067,0.18097132444381714,87,0.8125010132789612,-10.422762870788574,0.5833333333333334,1760.0,8800.0,0.1859942078590393
0.20999999999999996,0.11066963523626328,0.1808956265449524,88,0.8126111030578613,-12.548797607421875,0.46666666666666673,1780.0,8900.0,0.18600870668888092
0.24666666666666667,0.11063027381896973,0.18079376220703125,89,0.8128085136413574,-12.066983222961426,0.5166666666666667,1800.0,9000.0,0.18605418503284454
0.21,0.11060714721679688,0.1805705577135086,90,0.8129755854606628,-12.104737281799316,0.5499999999999999,1820.0,9100.0,0.18610624969005585
0.18000000000000002,0.11069678515195847,0.1804909110069275,91,0.8129776120185852,-11.882391929626465,0.5166666666666667,1840.0,9200.0,0.18611083924770355
0.19999999999999998,0.11072840541601181,0.18047672510147095,92,0.8130447864532471,-10.06251049041748,0.65,1860.0,9300.0,0.18613672256469727
0.19333333333333336,0.1108923852443695,0.1804882287979126,93,0.8131330013275146,-11.925450325012207,0.5166666666666667,1880.0,9400.0,0.1861850768327713
0.22333333333333336,0.11109552532434464,0.18058063089847565,94,0.8131580352783203,-10.853106498718262,0.6666666666666666,1900.0,9500.0,0.1862327605485916
0.18333333333333335,0.11125826835632324,0.18054568767547607,95,0.8132945895195007,-11.634330749511719,0.4833333333333334,1920.0,9600.0,0.1862579733133316
0.21333333333333335,0.11124076694250107,0.18026548624038696,96,0.8133606314659119,-9.927956581115723,0.6,1940.0,9700.0,0.18627683818340302
0.17666666666666667,0.11133299022912979,0.1801592856645584,97,0.8134450912475586,-11.5502347946167,0.6,1960.0,9800.0,0.1862972229719162
0.15666666666666665,0.1115383729338646,0.18015645444393158,98,0.8136401772499084,-8.997099876403809,0.6333333333333333,1980.0,9900.0,0.18634916841983795
0.21,0.11165311932563782,0.180010125041008,99,0.8138158917427063,-9.912493705749512,0.45,2000.0,10000.0,0.18639929592609406
